Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0115ZD30753,CROYDON,20,533230,168140,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30753,CROYDON,20,533230,168140,2,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30754,CROYDON,20,531580,166130,1,2 Passenger,2 Female,60+,79,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30755,CROYDON,20,533940,168370,1,3 Pedestrian,1 Male,25-59,53,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115ZD30756,CROYDON,20,533140,169620,1,3 Pedestrian,1 Male,25-59,51,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30758,CROYDON,20,531100,161240,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30759,CROYDON,20,535610,163860,1,1 Driver/Rider,2 Female,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30761,CROYDON,20,534070,168790,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30762,CROYDON,20,531130,167620,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30763,CROYDON,20,531040,169410,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30763,CROYDON,20,531040,169410,2,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30764,CROYDON,20,534330,166240,1,3 Pedestrian,2 Female,25-59,32,1,3 Slight,09 In Road - Not Crossing,6 In Rd Not Crossing Msk,1 Pedestrian, 
0115ZD30767,CROYDON,20,530890,168910,2,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30767,CROYDON,20,530890,168910,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30768,CROYDON,20,531870,169170,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115ZD30770,CROYDON,20,532040,168210,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30771,CROYDON,20,532890,164300,1,3 Pedestrian,1 Male,16-24,16,1,3 Slight,10 Unknown,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30771,CROYDON,20,532890,164300,2,3 Pedestrian,2 Female,16-24,19,1,3 Slight,10 Unknown,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30773,CROYDON,20,534900,166380,1,1 Driver/Rider,1 Male,16-24,18,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0115ZD30773,CROYDON,20,534900,166380,2,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30774,CROYDON,20,532760,168460,1,3 Pedestrian,1 Male,16-24,18,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30775,CROYDON,20,531880,169310,1,2 Passenger,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30776,CROYDON,20,536930,162810,2,2 Passenger,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30776,CROYDON,20,536930,162810,1,1 Driver/Rider,1 Male,60+,64,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30777,CROYDON,20,533990,161420,1,1 Driver/Rider,1 Male,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30778,CROYDON,20,534110,166380,1,3 Pedestrian,1 Male,0-15,3,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30780,CROYDON,20,530860,166790,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30782,CROYDON,20,533350,167980,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30783,CROYDON,20,532380,166940,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30783,CROYDON,20,532380,166940,2,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30783,CROYDON,20,532380,166940,3,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30785,CROYDON,20,532830,163680,1,1 Driver/Rider,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30786,CROYDON,20,531610,164950,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30789,CROYDON,20,534944,165875,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30790,CROYDON,20,534590,167790,1,3 Pedestrian,2 Female,60+,63,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30791,CROYDON,20,532850,166430,1,1 Driver/Rider,1 Male,60+,76,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30792,CROYDON,20,532470,165770,1,1 Driver/Rider,2 Female,60+,72,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30792,CROYDON,20,532470,165770,2,2 Passenger,2 Female,60+,62,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30794,CROYDON,20,532080,166580,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30794,CROYDON,20,532080,166580,2,2 Passenger,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30796,CROYDON,20,531630,162480,2,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30796,CROYDON,20,531630,162480,1,1 Driver/Rider,2 Female,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30797,CROYDON,20,531080,164590,1,2 Passenger,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30799,CROYDON,20,532420,168350,1,1 Driver/Rider,1 Male,60+,66,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30802,CROYDON,20,534440,166540,1,3 Pedestrian,2 Female,25-59,33,1,2 Serious,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0115ZD30803,CROYDON,20,531790,167210,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30804,CROYDON,20,532040,162350,1,3 Pedestrian,2 Female,25-59,25,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0115ZD30806,CROYDON,20,534920,166310,1,2 Passenger,1 Male,0-15,5,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30807,CROYDON,20,531250,161640,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30808,CROYDON,20,533750,165760,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30809,CROYDON,20,532490,164330,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30810,CROYDON,20,532910,165930,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30810,CROYDON,20,532910,165930,2,2 Passenger,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30811,CROYDON,20,532540,168340,1,2 Passenger,2 Female,60+,69,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30812,CROYDON,20,529920,162090,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30813,CROYDON,20,532340,164230,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30814,CROYDON,20,531880,169290,1,3 Pedestrian,1 Male,25-59,50,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0115ZD30816,CROYDON,20,533550,168150,1,3 Pedestrian,1 Male,0-15,11,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30817,CROYDON,20,532110,169550,1,2 Passenger,2 Female,0-15,1,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30818,CROYDON,20,533410,168280,2,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30818,CROYDON,20,533410,168280,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30819,CROYDON,20,531460,161790,5,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30819,CROYDON,20,531460,161790,2,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30819,CROYDON,20,531460,161790,3,2 Passenger,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30819,CROYDON,20,531460,161790,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30819,CROYDON,20,531460,161790,4,2 Passenger,1 Male,0-15,1,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30819,CROYDON,20,531460,161790,6,2 Passenger,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30820,CROYDON,20,532730,170990,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30821,CROYDON,20,538430,162000,1,3 Pedestrian,1 Male,0-15,3,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30822,CROYDON,20,532590,165630,1,2 Passenger,2 Female,60+,66,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30823,CROYDON,20,534600,165970,1,1 Driver/Rider,1 Male,60+,66,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30824,CROYDON,20,537450,163480,1,3 Pedestrian,2 Female,25-59,54,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0115ZD30826,CROYDON,20,529770,159440,1,2 Passenger,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30827,CROYDON,20,532160,162460,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30827,CROYDON,20,532160,162460,2,2 Passenger,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30828,CROYDON,20,532860,168870,1,1 Driver/Rider,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30830,CROYDON,20,532910,165530,1,2 Passenger,2 Female,60+,86,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30831,CROYDON,20,531530,167040,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30831,CROYDON,20,531530,167040,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30833,CROYDON,20,529800,160760,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30834,CROYDON,20,534130,168380,1,3 Pedestrian,2 Female,16-24,16,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30837,CROYDON,20,532380,160260,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30839,CROYDON,20,532370,166440,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30840,CROYDON,20,532335,166592,3,2 Passenger,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30840,CROYDON,20,532335,166592,5,2 Passenger,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30840,CROYDON,20,532335,166592,6,2 Passenger,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30840,CROYDON,20,532335,166592,2,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30840,CROYDON,20,532335,166592,7,2 Passenger,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30840,CROYDON,20,532335,166592,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30840,CROYDON,20,532335,166592,4,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30841,CROYDON,20,530350,160250,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30842,CROYDON,20,533020,168350,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30843,CROYDON,20,532420,164890,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30844,CROYDON,20,530970,168640,1,1 Driver/Rider,1 Male,Unknown,0,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30845,CROYDON,20,535080,167240,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30846,CROYDON,20,532060,166160,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30847,CROYDON,20,531010,163720,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30848,CROYDON,20,533920,168360,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30849,CROYDON,20,532720,167820,1,2 Passenger,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30850,CROYDON,20,532470,164440,1,3 Pedestrian,2 Female,60+,60,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0115ZD30851,CROYDON,20,532600,170430,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30852,CROYDON,20,532390,160290,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30853,CROYDON,20,532950,159640,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30854,CROYDON,20,532220,166620,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30855,CROYDON,20,532540,165250,1,1 Driver/Rider,1 Male,25-59,41,1,2 Serious,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115ZD30856,CROYDON,20,534460,168070,1,3 Pedestrian,1 Male,60+,89,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30858,CROYDON,20,532550,164630,3,2 Passenger,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30858,CROYDON,20,532550,164630,2,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30858,CROYDON,20,532550,164630,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30859,CROYDON,20,534060,161450,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30860,CROYDON,20,531290,169950,1,2 Passenger,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30862,CROYDON,20,533120,166370,1,2 Passenger,2 Female,60+,74,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30863,CROYDON,20,532710,166480,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30863,CROYDON,20,532710,166480,2,1 Driver/Rider,2 Female,60+,66,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30863,CROYDON,20,532710,166480,3,2 Passenger,1 Male,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30864,CROYDON,20,532430,164890,1,2 Passenger,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115ZD30865,CROYDON,20,535060,162180,1,1 Driver/Rider,1 Male,60+,69,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30866,CROYDON,20,535430,167360,1,3 Pedestrian,1 Male,60+,84,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30867,CROYDON,20,531300,165290,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30867,CROYDON,20,531300,165290,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30868,CROYDON,20,532350,168370,1,3 Pedestrian,1 Male,25-59,47,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30869,CROYDON,20,538390,163090,1,1 Driver/Rider,2 Female,25-59,32,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0115ZD30871,CROYDON,20,532770,168190,1,3 Pedestrian,1 Male,16-24,18,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30872,CROYDON,20,532780,168030,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30874,CROYDON,20,536210,166720,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30874,CROYDON,20,536210,166720,2,2 Passenger,2 Female,0-15,10,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30875,CROYDON,20,532150,164950,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30876,CROYDON,20,532400,163610,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30877,CROYDON,20,535320,166070,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30878,CROYDON,20,533090,168350,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30879,CROYDON,20,532710,166440,1,3 Pedestrian,1 Male,0-15,4,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30880,CROYDON,20,531870,168080,1,2 Passenger,2 Female,0-15,8,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30882,CROYDON,20,531260,161620,1,1 Driver/Rider,1 Male,60+,62,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30884,CROYDON,20,531000,166850,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30885,CROYDON,20,533140,169620,1,3 Pedestrian,2 Female,0-15,13,1,3 Slight,01 Crossing Road On Ped Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
0115ZD30886,CROYDON,20,530830,166760,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30887,CROYDON,20,532600,165350,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30888,CROYDON,20,532170,168880,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30889,CROYDON,20,532990,167770,2,3 Pedestrian,1 Male,16-24,19,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0115ZD30889,CROYDON,20,532990,167770,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30890,CROYDON,20,530400,160310,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30891,CROYDON,20,531690,167180,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30892,CROYDON,20,535640,163840,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30893,CROYDON,20,531940,169200,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30895,CROYDON,20,531990,169110,1,3 Pedestrian,1 Male,0-15,10,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30896,CROYDON,20,532400,164890,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30897,CROYDON,20,531930,164190,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30898,CROYDON,20,533000,165890,1,3 Pedestrian,2 Female,25-59,29,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30898,CROYDON,20,533000,165890,2,3 Pedestrian,1 Male,0-15,4,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115ZD30899,CROYDON,20,537160,164120,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30901,CROYDON,20,532280,168320,1,3 Pedestrian,1 Male,60+,65,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0115ZD30902,CROYDON,20,531260,161620,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30903,CROYDON,20,535920,167270,1,2 Passenger,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30904,CROYDON,20,531520,167110,1,1 Driver/Rider,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115ZD30906,CROYDON,20,532270,169000,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30907,CROYDON,20,532760,170040,1,3 Pedestrian,1 Male,0-15,3,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30908,CROYDON,20,530950,158290,1,3 Pedestrian,2 Female,16-24,16,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30909,CROYDON,20,532030,168470,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30910,CROYDON,20,531030,164860,2,2 Passenger,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30910,CROYDON,20,531030,164860,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30913,CROYDON,20,532610,169660,2,2 Passenger,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30913,CROYDON,20,532610,169660,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30915,CROYDON,20,532540,163790,2,3 Pedestrian,2 Female,0-15,3,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30915,CROYDON,20,532540,163790,1,3 Pedestrian,2 Female,25-59,26,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115ZD30916,CROYDON,20,537190,163870,2,2 Passenger,2 Female,0-15,8,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30916,CROYDON,20,537190,163870,1,2 Passenger,2 Female,0-15,12,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30917,CROYDON,20,532600,165260,1,2 Passenger,2 Female,60+,91,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0115ZD30919,CROYDON,20,531880,166460,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115ZD30920,CROYDON,20,531880,166470,4,2 Passenger,1 Male,0-15,3,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30920,CROYDON,20,531880,166470,3,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30920,CROYDON,20,531880,166470,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30920,CROYDON,20,531880,166470,2,2 Passenger,1 Male,0-15,9,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30921,CROYDON,20,531460,161340,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115ZD30922,CROYDON,20,534590,167770,1,3 Pedestrian,1 Male,25-59,46,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0115ZD30923,CROYDON,20,532260,162660,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
